h  k  l  I  sigma(I)  peak  background  fs/px  ss/px  panel
-3 -7 -67 122.86 126.0 116.0 51.74 150.8 776.1 q0a8 
-3 -7 -12 572.87 132.06 123.0 39.66 407.7 227.8 q1a2 
-3 -5 -18 531.34 125.44 436.0 65.07 239.3 339.7 q0a3 
-3 -3 -54 359.16 139.31 165.0 89.16 28.4 1379.5 q0a14 
-3 -3 -26 -12.84 108.63 110.0 73.73 278.5 255.2 q0a3 
-3 -3 -25 12.08 106.69 131.0 73.65 271.1 263.5 q0a3 
-2 -48 20 -21.41 99.56 84.0 44.21 470.9 1125.1 q1a12 
-2 -34 20 481.77 150.52 146.0 87.31 621.9 1304.5 q1a15 
-2 -20 13 -518.78 290.83 218.0 102.87 734.8 298.5 q1a3 
-2 -18 11 142.93 136.28 158.0 75.04 696.8 302.7 q1a3 
-2 -10 2 2447.39 222.77 1141.0 46.91 544.0 312.2 q1a2 
-2 -8 -79 69.24 103.35 84.0 47.36 20.9 913.0 q0a8 
-2 -8 -1 5154.28 244.47 3072.0 41.63 500.2 309.4 q1a2 
-2 -6 -75 7.25 71.96 82.0 45.75 91.0 885.6 q0a8 
-2 -4 -71 -149.56 189.59 156.0 55.56 158.0 859.5 q0a8 
-2 -4 -9 207.33 131.6 191.0 39.1 397.6 289.8 q1a2 
-2 -2 -66 248.19 110.94 156.0 51.81 228.2 824.1 q0a9 
-2 -2 -14 -437.06 191.73 162.0 58.25 172.8 337.8 q0a2 
-2 0 -59 191.21 107.33 168.0 58.59 315.4 770.5 q0a9 
-2 2 -47 708.26 327.22 439.0 118.77 376.3 43.8 q0a1 
-2 2 -46 455.42 224.47 414.0 123.73 368.3 53.1 q0a1 
-2 2 -45 36.64 173.54 209.0 126.03 360.4 62.4 q0a1 
-2 2 -34 1607.39 265.9 996.0 150.87 276.2 161.2 q0a1 
-2 2 -33 1229.85 194.38 697.0 139.68 268.8 170.0 q0a1 
-1 -35 25 503.09 115.85 344.0 57.14 663.9 1275.4 q1a13 
-1 -31 24 310.11 149.09 180.0 97.49 696.1 1310.5 q1a15 
-1 -17 16 -352.75 207.64 191.0 80.75 723.3 361.5 q1a3 
-1 -3 -78 -121.16 80.63 70.0 37.96 108.0 935.4 q0a10 
-1 1 -69 -55.11 70.58 80.0 49.51 245.8 896.7 q0a9 
-1 1 -11 3659.67 225.37 1424.0 56.19 111.0 327.9 q0a2 
-1 3 -62 -189.35 244.16 315.0 60.15 333.6 840.3 q0a9 
-1 3 -18 -64.37 106.3 109.0 58.48 141.6 252.3 q0a2 
-1 5 -53 29.76 171.66 146.0 74.66 368.0 384.5 q0a5 
-1 5 -52 173.41 145.65 193.0 71.15 377.7 392.8 q0a5 
0 -42 30 131.32 108.55 89.0 45.08 645.0 1126.8 q1a13 
0 -40 30 -81.11 93.58 84.0 46.51 666.1 1157.7 q1a13 
0 -38 30 38.6 78.94 87.0 51.6 686.7 1187.9 q1a13 
0 -18 22 -15.46 247.15 267.0 123.72 797.6 78.2 q2a0 
0 -6 10 -78.24 109.61 114.0 51.94 820.4 273.9 q2a2 
0 -4 7 665.66 148.69 697.0 50.46 817.3 317.7 q2a2 
0 0 -80 -236.89 96.92 79.0 36.49 135.3 1002.6 q0a10 
0 6 -64 -58.46 143.04 118.0 49.66 360.9 901.3 q0a9 
0 6 -16 2238.55 173.15 1464.0 53.78 86.5 234.5 q0a2 
0 8 -55 163.96 110.92 113.0 65.88 309.7 411.7 q0a5 
0 8 -54 173.38 110.37 106.0 65.97 319.6 419.9 q0a5 
0 8 -26 504.16 180.01 623.0 104.73 137.4 160.6 q0a0 
0 8 -25 329.33 123.47 201.0 101.46 130.4 169.3 q0a0 
1 -39 34 -96.45 81.06 95.0 52.05 723.2 1134.3 q1a13 
1 -29 32 134.12 109.64 121.0 73.04 1051.5 730.8 q2a7 
1 -19 27 178.39 303.95 323.0 142.01 839.8 26.1 q2a0 
1 -11 21 -543.38 131.57 131.0 98.86 867.7 165.5 q2a0 
1 -5 14 -322.66 255.92 299.0 56.2 871.7 255.5 q2a2 
1 1 -85 97.47 64.66 66.0 33.73 103.1 1092.4 q0a10 
1 3 -81 50.04 116.03 116.0 35.16 173.4 1059.2 q0a10 
1 7 -71 -63.69 86.85 83.0 42.69 319.9 974.9 q0a11 
1 7 -9 81.95 153.38 168.0 56.41 15.1 276.4 q0a2 
1 9 -15 670.32 117.2 341.0 51.71 38.3 208.5 q0a2 
1 11 -55 -39.99 88.73 90.0 62.41 270.5 455.7 q0a5 
1 11 -54 167.78 100.43 126.0 63.56 280.5 463.9 q0a5 
1 11 -26 48.0 133.0 195.0 113.0 95.3 125.7 q0a0 
1 11 -25 703.94 147.7 710.0 109.55 88.4 134.4 q0a0 
2 -34 37 -557.68 180.55 144.0 61.22 938.7 723.6 q2a6 
2 -30 36 461.73 139.81 347.0 71.88 1001.3 693.6 q2a7 
2 -24 34 188.66 190.22 317.0 94.54 1098.9 654.1 q2a7 
2 -22 33 913.0 333.42 528.0 107.0 1132.6 643.7 q2a7 
2 -14 28 -845.03 368.32 415.0 145.18 906.7 76.7 q2a0 
2 -4 18 688.43 137.13 326.0 54.09 923.4 236.9 q2a2 
2 4 6 -149.63 112.4 90.0 53.3 1193.6 310.6 q3a2 
2 8 -77 -19.93 147.35 211.0 41.33 285.2 1071.5 q0a11 
2 8 -3 1580.36 188.23 958.0 54.89 1303.8 336.5 q3a2 
2 10 -71 214.85 127.55 99.0 40.35 366.7 1017.4 q0a11 
2 10 -9 690.88 121.98 203.0 61.12 1368.4 359.4 q3a3 
2 12 -64 262.05 99.77 105.0 47.55 155.5 403.0 q0a4 
2 14 -53 47.68 95.8 108.0 63.21 251.3 516.2 q0a5 
2 14 -52 104.36 120.05 137.0 65.01 261.4 524.1 q0a5 
2 14 -28 405.53 172.7 371.0 135.76 66.6 72.7 q0a0 
2 14 -27 1012.25 292.01 620.0 133.75 59.7 81.6 q0a0 
3 -37 41 -39.84 87.52 89.0 49.04 853.7 704.1 q2a6 
3 -31 40 -64.64 174.25 148.0 57.24 952.7 655.4 q2a6 
3 -25 38 41.91 119.46 169.0 75.29 1050.0 616.3 q2a7 
3 -23 37 309.44 151.19 229.0 83.85 1084.6 606.0 q2a7 
3 -21 36 285.4 224.01 293.0 94.93 1118.6 595.9 q2a7 
3 -19 35 -374.28 352.72 415.0 109.43 1152.2 585.9 q2a7 
3 -13 31 2147.56 456.79 687.0 169.44 953.3 63.6 q2a0 
3 7 6 652.2 118.0 548.0 48.55 1227.0 268.9 q3a2 
3 15 -62 -6.72 99.28 114.0 48.28 135.7 465.9 q0a4 
3 15 -18 -254.31 294.1 255.0 97.23 1497.2 360.3 q3a3 
3 15 -17 11.97 195.53 163.0 83.53 1488.5 353.6 q3a3 
3 17 -49 109.72 119.36 113.0 65.43 253.0 564.2 q0a7 
3 17 -48 29.36 127.3 119.0 68.09 263.1 571.8 q0a7 
3 17 -47 -214.91 122.56 110.0 71.86 273.1 579.4 q0a7 
3 17 -31 743.1 220.25 539.0 135.81 44.4 9.5 q0a0 
4 -34 44 53.04 72.73 75.0 47.16 868.5 634.3 q2a6 
4 -30 43 133.01 137.46 115.0 53.39 936.8 605.3 q2a6 
4 -24 41 55.41 138.97 117.0 66.79 1035.1 567.3 q2a7 
4 -12 34 1488.04 247.61 601.0 153.16 997.5 50.5 q2a1 
4 0 22 -80.29 95.21 113.0 67.03 1015.0 251.4 q2a3 
4 12 1 5859.3 284.53 3213.0 55.61 1320.2 242.9 q3a2 
4 16 -69 -70.97 87.88 84.0 48.77 30.4 429.4 q0a4 
4 16 -11 244.93 151.19 442.0 79.94 1454.2 288.2 q3a3 
4 18 -60 -73.61 85.65 87.0 49.24 115.9 528.7 q0a4 
4 18 -59 174.71 128.5 149.0 53.29 126.7 536.9 q0a4 
5 -9 35 -106.55 258.46 316.0 144.77 1048.1 76.5 q2a1 
5 1 25 -89.96 129.54 172.0 77.22 1061.5 240.1 q2a3 
5 17 -6 8.91 111.52 117.0 68.33 1428.4 229.2 q3a3 
5 19 -66 -23.3 96.93 97.0 46.62 21.6 503.0 q0a4 
5 19 -14 2814.64 541.83 1429.0 155.27 1515.3 264.8 q3a3 
5 21 -55 -43.82 86.72 99.0 50.22 129.5 588.2 q0a6 
5 21 -54 103.31 110.96 98.0 52.77 140.3 596.1 q0a6 
5 21 -26 -549.16 435.0 393.0 152.94 1511.2 1403.4 q3a15 
5 21 -25 3893.13 287.54 1302.0 132.96 1504.4 1412.7 q3a15 
6 -30 49 115.27 88.0 94.0 44.71 872.7 547.2 q2a4 
6 -14 42 1731.41 353.35 730.0 88.79 1151.1 465.9 q2a5 
6 -6 36 -44.59 354.82 491.0 156.79 1098.8 102.6 q2a1 
6 -4 34 -216.74 406.95 447.0 171.14 1101.2 141.5 q2a1 
6 4 25 -130.09 172.51 258.0 92.43 1104.8 273.6 q2a3 
6 6 22 367.18 237.36 257.0 91.51 1100.9 318.4 q2a3 
6 8 19 36.19 224.47 245.0 83.96 1097.1 362.9 q2a3 
6 10 16 39.58 145.15 168.0 97.27 1187.9 153.5 q3a0 
6 12 12 720.86 149.7 728.0 101.47 1240.1 163.1 q3a0 
6 14 8 486.5 148.5 280.0 102.21 1292.3 172.7 q3a0 
6 20 -9 6213.0 328.57 1933.0 104.0 1489.3 205.2 q3a3 
6 22 -18 -347.9 249.65 285.0 133.43 1430.8 1457.4 q3a15 
6 24 -44 -123.58 129.99 131.0 68.73 202.3 717.8 q0a7 
6 24 -43 -250.51 229.85 285.0 74.83 212.5 725.1 q0a7 
6 24 -42 -42.72 180.44 232.0 70.83 222.7 732.4 q0a7 
6 24 -37 366.1 258.43 320.0 73.57 1542.5 1287.7 q3a13 
7 -31 52 -88.47 110.59 113.0 46.27 823.7 511.3 q2a4 
7 -27 51 180.76 145.88 167.0 48.64 894.6 485.0 q2a4 
7 -7 40 432.27 233.83 388.0 124.53 1138.9 57.2 q2a1 
7 3 30 2448.16 704.88 800.0 189.04 1150.4 224.5 q2a3 
7 13 15 -253.51 163.19 197.0 112.46 1229.7 116.0 q3a0 
7 15 11 -103.19 159.61 262.0 117.58 1282.2 125.7 q3a0 
7 19 1 953.97 200.0 554.0 127.9 1401.1 157.1 q3a1 
7 25 -56 -188.28 104.4 111.0 50.43 50.7 653.9 q0a6 
7 25 -55 -49.54 104.35 110.0 51.38 61.9 661.7 q0a6 
7 25 -25 118.3 153.06 166.0 100.01 1432.6 1355.6 q3a15 
7 25 -24 76.54 163.18 203.0 107.38 1426.0 1365.1 q3a15 
8 -20 51 -215.75 109.29 96.0 59.75 988.1 405.5 q2a5 
8 -18 50 92.4 98.39 96.0 57.4 1024.6 396.9 q2a5 
8 -16 49 -270.36 128.25 110.0 59.76 1060.4 388.5 q2a5 
8 -6 42 158.13 227.78 223.0 102.67 822.4 1473.0 q2a14 
8 4 32 1768.58 352.32 733.0 160.95 1015.7 1463.4 q2a15 
8 8 27 -913.74 629.68 451.0 206.14 1099.3 1465.6 q2a15 
8 10 24 -308.08 593.09 551.0 197.55 1144.5 1469.6 q2a15 
8 14 17 -192.63 218.52 267.0 133.38 1227.3 74.3 q3a0 
8 18 9 2058.86 481.16 998.0 163.47 1333.1 93.7 q3a0 
8 20 4 6201.22 519.91 3523.0 172.26 1391.6 109.5 q3a1 
8 22 -2 805.15 349.1 464.0 157.32 1462.1 131.4 q3a1 
8 24 -9 3061.75 402.27 1097.0 151.25 1542.4 159.7 q3a1 
9 -27 56 -118.62 95.79 76.0 41.62 835.8 400.9 q2a4 
9 -5 44 -316.66 196.25 211.0 98.46 816.2 1428.8 q2a14 
9 5 34 36.62 203.5 445.0 141.99 1011.4 1420.2 q2a15 
9 9 29 -2212.94 675.86 493.0 195.24 1095.7 1422.8 q2a15 
9 11 26 -416.05 886.58 1061.0 208.37 1141.4 1426.9 q2a15 
9 23 1 -130.45 198.75 319.0 152.93 1452.9 83.0 q3a1 
9 27 -14 -194.3 367.19 339.0 118.27 1305.7 1418.8 q3a14 
9 29 -29 113.85 215.59 220.0 69.45 1384.6 1284.1 q3a13 
10 -16 54 -222.5 135.85 116.0 50.5 1129.2 903.7 q2a9 
10 -8 49 101.88 106.22 113.0 55.12 1104.3 753.3 q2a9 
10 -2 44 7.8 128.16 148.0 92.8 850.8 1382.3 q2a14 
10 26 -3 922.1 245.69 300.0 127.96 1524.6 62.0 q3a1 
10 28 -11 56.3 183.43 241.0 98.16 1256.3 1427.0 q3a14 
10 30 -22 19.21 129.34 155.0 92.79 1311.3 1304.0 q3a14 
11 -9 52 277.68 95.28 95.0 47.92 1065.3 795.6 q2a9 
11 1 44 -354.12 177.69 200.0 96.12 885.6 1335.5 q2a14 
11 3 42 190.45 201.11 225.0 101.95 926.0 1334.2 q2a14 
11 9 35 594.04 181.5 275.0 107.16 1049.6 1336.1 q2a15 
11 17 23 2323.71 386.64 567.0 117.56 1525.4 684.4 q3a7 
11 29 -8 392.72 149.11 177.0 96.94 1206.2 1435.3 q3a14 
11 31 -18 34.26 139.19 123.0 76.4 1254.2 1321.6 q3a14 
12 -22 61 -53.86 80.49 99.0 39.26 1071.1 1043.0 q2a11 
12 -20 60 68.4 63.34 79.0 37.4 1063.1 1002.9 q2a11 
12 -10 55 -91.78 98.84 95.0 52.98 1025.0 839.5 q2a9 
12 20 21 -108.89 227.15 245.0 106.67 1491.0 632.0 q3a7 
12 26 7 130.14 371.96 391.0 108.41 1533.7 478.3 q3a5 
12 32 -15 56.19 108.9 113.0 76.14 1203.0 1329.5 q3a14 
12 34 -34 44.91 102.11 101.0 52.14 1311.6 1143.2 q3a12 
12 34 -33 -5.07 85.91 109.0 52.27 1304.8 1154.1 q3a12 
12 34 -32 -117.64 88.99 86.0 52.09 1298.1 1164.9 q3a12 
13 13 35 -80.44 204.54 247.0 79.56 1096.9 1282.4 q2a13 
13 17 29 356.58 169.46 295.0 89.89 1436.0 727.8 q3a7 
13 21 22 -334.05 140.45 152.0 92.53 1451.2 625.4 q3a7 
13 23 18 -341.96 144.44 146.0 93.35 1461.7 570.0 q3a7 
13 29 3 -75.45 192.08 218.0 85.36 1511.1 404.4 q3a5 
13 31 -4 45.72 219.44 265.0 65.17 1532.4 759.7 q3a9 
13 35 -28 -58.91 77.78 79.0 48.86 1238.4 1182.8 q3a12 
13 35 -27 -22.2 85.82 85.0 50.88 1231.8 1193.6 q3a12 
14 -10 59 -54.3 133.25 153.0 44.7 942.3 886.1 q2a8 
14 -4 55 -84.81 96.37 100.0 48.81 928.6 766.9 q2a8 
14 2 50 239.79 88.47 97.0 53.41 841.3 1234.3 q2a12 
14 4 48 -161.49 111.07 128.0 57.89 883.5 1233.6 q2a12 
14 6 46 -692.24 273.73 199.0 72.64 925.2 1232.9 q2a12 
14 12 39 7.47 96.75 95.0 63.73 1053.0 1236.3 q2a13 
14 20 27 -227.21 167.92 167.0 88.41 1400.0 674.6 q3a7 
14 26 15 95.18 98.57 145.0 75.51 1431.3 534.4 q3a5 
14 28 10 64.55 146.33 205.0 78.52 1448.1 469.3 q3a5 
14 30 4 -52.36 98.88 115.0 71.91 1470.8 394.4 q3a5 
14 34 -11 259.19 102.13 89.0 51.42 1424.5 764.5 q3a9 
14 36 -24 207.24 103.55 116.0 49.24 1178.2 1200.9 q3a12 
15 -7 59 255.7 92.48 138.0 45.7 890.9 849.1 q2a8 
15 -3 56 22.05 79.99 81.0 47.55 884.3 766.7 q2a8 
15 3 51 -49.49 95.21 93.0 53.89 842.7 1190.9 q2a12 
15 5 49 -8.66 93.2 101.0 57.46 885.4 1190.3 q2a12 
15 7 47 -242.88 231.62 303.0 62.88 927.7 1189.8 q2a12 
15 13 40 -343.94 122.82 104.0 63.94 1056.9 1193.9 q2a13 
15 27 16 -335.45 180.28 175.0 75.29 1390.0 525.8 q3a5 
15 29 11 235.18 144.09 201.0 67.08 1406.8 459.9 q3a5 
15 33 -1 -102.58 163.23 191.0 59.97 1520.0 847.2 q3a9 
15 37 -21 157.41 86.76 84.0 44.22 1282.4 750.4 q3a8 
16 -6 60 73.78 77.56 80.0 44.02 845.0 849.9 q2a8 
16 4 52 103.21 123.28 96.0 52.59 844.2 1146.3 q2a12 
16 6 50 257.46 99.11 233.0 56.34 887.4 1146.0 q2a12 
16 8 48 -93.71 146.74 168.0 59.91 930.1 1145.7 q2a12 
16 14 41 194.85 111.42 89.0 54.35 1061.0 1150.4 q2a13 
16 22 29 131.8 183.16 174.0 68.88 1318.5 661.8 q3a6 
16 24 25 62.9 172.01 185.0 69.06 1329.3 604.5 q3a6 
16 38 -20 -39.24 107.89 101.0 44.9 1267.6 792.8 q3a8 
17 -5 61 -16.51 120.18 147.0 46.11 798.0 850.7 q2a8 
17 21 33 -70.5 88.07 144.0 64.5 1269.3 704.5 q3a6 
17 25 26 14.5 108.59 124.0 63.5 1285.7 597.2 q3a6 
17 37 -8 34.66 87.93 109.0 49.03 1385.9 891.3 q3a9 
17 39 -19 149.47 95.79 87.0 44.68 1252.5 836.3 q3a8 
18 24 30 -97.75 106.23 105.0 60.75 1235.4 639.4 q3a6 
18 30 18 109.86 110.33 160.0 58.96 1268.5 489.5 q3a4 
18 32 13 -152.18 121.11 115.0 57.86 1285.7 420.8 q3a4 
18 36 1 129.52 83.23 75.0 47.52 1475.1 943.5 q3a11 
18 40 -19 -9.62 70.46 74.0 44.83 1225.5 874.6 q3a8 
19 23 34 95.8 111.81 126.0 61.8 1183.5 682.9 q3a6 
19 37 1 -95.27 84.77 85.0 48.29 1452.2 983.2 q3a11 
19 41 -19 -5.94 78.65 78.0 45.24 1197.7 914.1 q3a8 
20 38 1 -3.18 65.22 92.0 45.21 1428.6 1024.1 q3a11 
21 41 -8 -87.45 93.39 83.0 44.95 1287.6 1025.0 q3a10 
22 42 -9 -90.44 75.13 77.0 39.44 1248.2 1062.6 q3a10 
23 43 -10 -217.5 89.57 89.0 38.5 1207.2 1101.7 q3a10 
-28 -12 -34 -149.65 84.96 82.0 51.85 860.2 1094.7 q2a10 
-27 -9 -37 -80.32 77.17 92.0 49.92 827.7 1020.0 q2a10 
-27 -7 -39 -54.97 113.18 121.0 51.77 788.0 995.5 q2a10 
-26 -18 -25 -28.0 62.6 88.0 56.0 1048.8 1099.8 q2a11 
-26 -12 -33 -208.11 118.2 100.0 54.51 920.6 1022.4 q2a10 
-25 -9 -36 -161.34 96.97 94.0 55.54 888.5 950.8 q2a10 
-24 -14 -29 32.89 75.89 89.0 57.51 1019.6 980.7 q2a11 
-23 -17 -24 94.09 104.44 97.0 57.18 1112.9 986.5 q2a11 
-23 -15 -27 -198.55 90.13 89.0 59.95 1068.2 960.8 q2a11 
-23 -5 -39 204.24 91.19 118.0 69.36 871.3 865.6 q2a8 
-23 -3 -41 -133.9 105.58 122.0 71.1 833.9 841.4 q2a8 
-22 -22 -15 52.89 101.09 114.0 67.51 866.5 431.2 q2a4 
-22 -8 -35 18.2 213.46 242.0 68.2 958.5 871.6 q2a8 
-22 -6 -37 8.88 124.93 125.0 69.12 922.2 847.9 q2a8 
-22 0 -43 48.29 134.14 135.0 70.91 811.3 775.7 q2a8 
-21 -27 -4 88.73 109.94 108.0 62.58 827.6 565.3 q2a6 
-21 -21 -16 -120.41 146.66 159.0 73.21 911.5 431.8 q2a4 
-21 -19 -19 151.66 124.28 142.0 68.54 936.8 388.4 q2a4 
-21 -13 -28 80.41 111.62 155.0 76.79 1082.8 902.5 q2a9 
-21 -9 -33 83.59 189.09 264.0 75.21 1004.1 854.2 q2a9 
-20 -26 -5 -37.95 107.79 113.0 67.55 873.1 563.3 q2a6 
-20 -24 -9 373.39 140.51 233.0 72.01 900.2 537.1 q2a4 
-20 -22 -13 -260.62 187.36 167.0 76.62 927.8 484.5 q2a4 
-20 -8 -33 403.46 113.06 160.0 74.34 1016.6 814.2 q2a9 
-20 2 -43 -208.65 195.78 237.0 85.85 790.4 1154.4 q2a12 
-19 -27 -1 106.0 108.68 137.0 72.43 887.4 624.4 q2a6 
-19 -17 -20 246.74 116.79 140.0 80.86 1017.1 399.8 q2a5 
-19 -9 -31 -31.62 122.45 144.0 81.62 1063.1 798.1 q2a9 
-19 3 -43 83.95 134.85 137.0 83.45 829.3 1168.4 q2a12 
-18 -28 3 -35.55 131.33 162.0 75.62 901.5 684.7 q2a6 
-18 -26 -2 427.67 168.69 379.0 76.46 931.1 621.5 q2a6 
-18 -24 -6 30.94 188.55 164.0 83.16 957.8 569.2 q2a6 
-18 -22 -10 -206.65 225.77 236.0 95.12 980.9 544.8 q2a5 
-18 -18 -17 -11.31 106.34 139.0 90.31 1031.9 451.6 q2a5 
-18 -12 -26 -166.68 247.12 233.0 89.08 1150.3 806.7 q2a9 
-18 -8 -31 97.18 99.36 124.0 80.42 1074.6 759.6 q2a9 
-18 2 -41 62.99 129.55 181.0 84.61 843.6 1217.9 q2a12 
-18 8 -46 126.49 114.29 138.0 82.32 914.8 1117.4 q2a12 
-17 -19 -14 374.3 155.11 185.0 92.3 1046.4 502.4 q2a5 
-17 -5 -33 506.91 188.36 243.0 120.29 788.4 1340.9 q2a14 
-17 1 -39 -74.35 112.89 125.0 88.15 857.5 1265.9 q2a12 
-17 3 -41 211.1 180.78 293.0 89.1 881.0 1230.9 q2a12 
-17 7 -44 405.85 178.78 437.0 91.35 927.9 1167.7 q2a12 
-16 -30 13 100.25 115.76 119.0 74.59 710.9 1164.9 q1a13 
-16 -26 2 -158.53 162.41 168.0 100.6 981.5 687.6 q2a7 
-16 -18 -14 776.4 339.14 347.0 117.4 1084.5 511.1 q2a5 
-16 -12 -23 -771.19 371.74 418.0 125.15 1156.3 388.0 q2a5 
-16 -4 -33 -117.05 157.79 194.0 122.45 825.3 1352.2 q2a14 
-16 -2 -35 -56.96 187.24 192.0 119.16 848.1 1318.6 q2a14 
-15 -33 27 -158.91 132.59 138.0 68.75 531.5 1136.7 q1a12 
-15 -31 19 24.23 103.61 113.0 69.46 630.0 1174.0 q1a13 
-15 -25 2 21.27 134.37 177.0 108.55 1020.6 694.0 q2a7 
-15 -17 -14 1230.61 527.57 507.0 140.62 1121.9 519.7 q2a5 
-15 -7 -28 112.61 341.14 381.0 147.99 815.3 1437.2 q2a14 
-15 5 -40 -154.9 372.11 402.0 105.1 953.0 1264.0 q2a12 
-15 13 -46 48.16 149.4 148.0 86.04 1045.3 1139.0 q2a13 
-14 -34 37 -131.32 107.88 108.0 65.68 397.9 1135.3 q1a12 
-14 -30 19 58.61 147.14 158.0 76.76 625.7 1214.4 q1a13 
-14 -28 12 46.1 212.24 242.0 83.67 711.6 1247.0 q1a13 
-14 -24 2 -53.76 170.45 203.0 114.73 1058.8 700.3 q2a7 
-14 -12 -20 -242.2 252.14 348.0 180.13 1094.7 11.3 q2a1 
-14 -4 -30 -430.92 252.17 298.0 154.32 873.5 1414.9 q2a14 
-14 2 -36 147.04 252.39 297.0 142.16 941.9 1316.1 q2a14 
-14 12 -44 75.96 134.95 147.0 88.84 1056.3 1188.1 q2a13 
-13 -35 56 77.46 91.27 92.0 49.22 405.2 939.9 q1a10 
-13 -35 57 -107.76 81.13 86.0 49.97 402.1 954.9 q1a10 
-13 -35 58 -56.23 88.26 94.0 49.39 399.0 969.9 q1a10 
-13 -35 59 -38.81 91.4 108.0 47.51 395.9 985.1 q1a10 
-13 -33 36 -64.15 132.14 126.0 67.45 408.6 1180.3 q1a12 
-13 -31 26 141.31 121.71 177.0 70.77 536.7 1221.3 q1a12 
-13 -27 12 6.9 313.03 391.0 96.33 706.6 1285.7 q1a13 
-13 -23 2 659.36 362.46 420.0 135.93 1096.3 706.5 q2a7 
-13 11 -42 -205.82 208.99 258.0 101.42 1066.9 1235.8 q2a13 
-13 21 -48 18.23 179.74 249.0 87.97 1236.2 728.0 q3a6 
-12 -34 56 94.67 108.93 82.0 47.46 450.6 939.3 q1a10 
-12 -34 57 -49.18 86.8 81.0 47.58 447.8 954.0 q1a10 
-12 -32 36 -62.81 141.59 141.0 72.57 406.6 1221.6 q1a12 
-12 -30 26 -73.57 161.53 170.0 79.24 533.4 1261.1 q1a12 
-12 -24 7 -78.03 243.69 281.0 155.18 763.3 1323.0 q1a15 
-12 -22 2 358.33 441.22 409.0 159.2 1133.1 712.6 q2a7 
-12 -16 -10 -805.58 424.55 496.0 201.58 952.3 12.9 q2a0 
-12 -14 -13 -913.29 305.53 360.0 208.56 989.2 35.6 q2a1 
-12 -10 -19 363.16 348.57 453.0 213.04 1068.9 80.9 q2a1 
-12 -8 -22 286.71 529.01 511.0 220.37 1108.8 103.6 q2a1 
-12 -2 -29 816.19 615.61 507.0 211.81 942.2 1443.4 q2a14 
-12 2 -33 565.64 260.83 404.0 176.76 984.5 1379.1 q2a15 
-12 4 -35 -323.89 252.41 292.0 168.49 1007.5 1346.5 q2a15 
-12 20 -46 5.89 135.81 164.0 91.51 1286.5 719.2 q3a6 
-12 22 -47 567.9 132.42 264.0 86.9 1258.2 693.3 q3a6 
-12 24 -48 -160.51 131.07 137.0 89.11 1229.3 667.0 q3a6 
-11 -33 56 -19.91 87.74 81.0 51.57 495.0 938.6 q1a10 
-11 -33 57 15.38 76.9 78.0 50.62 492.4 953.2 q1a10 
-11 -31 36 -33.68 114.62 133.0 70.01 404.6 1262.2 q1a12 
-11 -27 19 -323.44 216.08 206.0 132.11 613.6 1303.4 q1a15 
-11 -25 13 247.99 217.54 254.0 137.59 686.6 1331.8 q1a15 
-11 5 -34 259.31 270.36 350.0 171.69 1040.9 1365.3 q2a15 
-11 7 -36 -554.83 276.78 367.0 171.43 1064.0 1332.8 q2a15 
-11 19 -44 78.16 246.3 259.0 99.04 1335.4 710.8 q3a6 
-11 21 -45 -235.96 211.36 221.0 97.16 1307.9 685.2 q3a6 
-11 23 -46 -100.74 116.47 132.0 88.14 1279.9 659.2 q3a6 
-11 25 -47 -170.61 115.39 136.0 84.01 1251.4 632.7 q3a6 
-10 -32 56 -337.59 140.24 134.0 58.75 538.5 938.0 q1a10 
-10 -32 57 -296.43 121.58 99.0 58.52 536.1 952.4 q1a10 
-10 -32 58 66.89 105.82 118.0 55.7 533.7 966.9 q1a10 
-10 -32 59 -26.19 116.22 132.0 54.49 531.2 981.6 q1a10 
-10 -32 60 -43.97 160.81 186.0 55.73 528.8 996.4 q1a10 
-10 -32 61 55.16 141.33 123.0 56.04 526.3 1011.3 q1a10 
-10 -32 62 381.74 144.66 223.0 52.86 523.8 1026.4 q1a10 
-10 -32 63 -29.32 176.4 174.0 57.82 521.3 1041.6 q1a10 
-10 -32 64 -332.12 169.55 211.0 57.12 518.7 1057.0 q1a10 
-10 -32 65 16.43 79.83 113.0 51.17 516.2 1072.5 q1a10 
-10 -32 66 374.09 110.66 273.0 47.71 513.6 1088.2 q1a10 
-10 -28 27 51.32 204.13 247.0 117.01 515.8 1309.0 q1a14 
-10 -24 13 293.73 295.09 413.0 152.45 681.9 1368.4 q1a15 
-10 -22 8 128.96 496.62 481.0 187.96 742.5 1394.2 q1a15 
-10 -18 -1 -173.85 406.8 497.0 211.38 831.5 34.6 q2a0 
-10 -16 -5 685.83 504.71 554.0 215.17 880.5 58.1 q2a0 
-10 -10 -15 1298.33 396.95 495.0 200.54 1004.6 126.1 q2a1 
-10 -8 -18 518.03 363.17 655.0 217.31 1043.9 148.5 q2a1 
-10 8 -35 407.12 319.61 389.0 188.88 1097.0 1351.7 q2a15 
-10 18 -42 -290.45 218.2 226.0 123.05 1379.9 702.5 q3a7 
-10 22 -44 185.4 210.33 205.0 97.4 1329.0 651.5 q3a6 
-10 24 -45 -35.98 234.0 320.0 90.78 1301.3 625.4 q3a6 
-10 32 -48 118.46 146.38 205.0 79.34 1192.7 541.2 q3a4 
-9 -31 59 -151.69 146.78 144.0 57.77 574.4 980.5 q1a10 
